Group,Name,Acronym,SpecificationSourceURL,Category,ParentModel,SimilarModels,Maintainer,Format,Status,NamespaceURI,Year,Notes,CompositionalRole,DefaultLinkType
"Data, API & Serialization","Uniform Resource Names","URN","https://www.rfc-editor.org/rfc/rfc8141","Identifier syntax","URI","DOI, info-URI","IETF","Syntax + resolution","Proposed Standard","urn:","2017","Persistent location-independent names","R3","REFERENCE"
"Library, Metadata & Cultural Heritage","DCMI Abstract Model","DCAM","https://www.dublincore.org/specifications/dublin-core/abstract-model/","Metadata model","RDF","RDF abstract syntax","DCMI (Usage Board)","Abstract model","DCMI Recommendation","—","2007","Model for machine-processable DC application profiles","R4","REFERENCE"
"Library, Metadata & Cultural Heritage","Description Set Profile","DSP","https://www.dublincore.org/specifications/dublin-core/dc-dsp/","Constraint language","DCAM","SHACL, ShEx","DCMI","Constraint language","DCMI Working Draft","—","2008","Constraints over DCAM description sets","R8","EXTEND"
"Library, Metadata & Cultural Heritage","Singapore Framework for Dublin Core Application Profiles","Singapore Framework","https://www.dublincore.org/specifications/dublin-core/singapore-framework/","Application profile framework","DCAM","DCAP, Profiles Vocab","DCMI","Framework doc","DCMI Recommendation","—","2008","Defines what a Dublin Core Application Profile must contain","R8","N/A"
"Library, Metadata & Cultural Heritage","Guidelines for Dublin Core Application Profiles","DCAP Guidelines","https://www.dublincore.org/specifications/dublin-core/profile-guidelines/","Application profile guidance","Singapore Framework","DCAM, DSP","DCMI","Guidelines","DCMI Recommended Resource","—","2009","How-to for authoring DCAPs","R8","N/A"
"Geospatial & Temporal","GeoPackage Encoding Standard","GeoPackage","https://docs.ogc.org/is/12-128r19/12-128r19.html","Encoding / container","SQLite","GeoParquet, Shapefile","OGC","SQLite container","Approved Standard","OGC 12-128r19","2024","Import candidate. Open offline geodata container","R8","N/A"
"Geospatial & Temporal","OGC API - Processes","OAPI-Processes","https://docs.ogc.org/is/18-062r2/18-062r2.html","Service API","OGC API common","WPS","OGC","OpenAPI/JSON","Approved Standard","opengis.net/doc/IS/ogcapi-processes-1","2021","RESTful geoprocessing; WPS successor","R8","N/A"
"Geospatial & Temporal","OGC API - Records","OAPI-Records","https://docs.ogc.org/is/20-004r1/20-004r1.html","Catalog API","OGC API common","CSW, STAC","OGC","OpenAPI/JSON/HTML","Approved Standard","OGC 20-004r1","2025","Import candidate. Metadata discovery; CSW successor","R8","N/A"
"Geospatial & Temporal","OGC API - Tiles","OAPI-Tiles","https://docs.ogc.org/is/20-057/20-057.html","Service API","OGC API common","WMTS, 3D Tiles","OGC","OpenAPI/JSON","Approved Standard","opengis.net/doc/IS/ogcapi-tiles-1","2022","Tiled data delivery; WMTS successor","R8","N/A"
"Geospatial & Temporal","OGC API - Maps","OAPI-Maps","https://docs.ogc.org/is/20-058/20-058.html","Service API","OGC API common","WMS","OGC","OpenAPI/JSON","Approved Standard","OGC 20-058","2024","Server-rendered maps; WMS successor","R8","N/A"
"Geospatial & Temporal","OGC API - Coverages","OAPI-Coverages","https://docs.ogc.org/DRAFTS/19-087.html","Service API","OGC API common; CIS","WCS","OGC","OpenAPI/JSON","Draft","OGC 19-087","2026","Gridded/raster access; WCS successor","R8","N/A"
"Geospatial & Temporal","OGC API - Styles","OAPI-Styles","https://docs.ogc.org/DRAFTS/20-009.html","Service API","OGC API common","SLD/SE","OGC","OpenAPI/JSON","Draft","OGC 20-009","2026","Style management API","R8","N/A"
"Geospatial & Temporal","Web Processing Service","WPS","https://docs.ogc.org/is/14-065/14-065r2.html","Service (legacy)","OWS Common","OGC API - Processes","OGC","XML/KVP","Approved (superseded)","opengis.net/wps/2.0","2015","Legacy geoprocessing service","R8","N/A"
"Geospatial & Temporal","Styled Layer Descriptor","SLD","https://www.ogc.org/standards/sld/","Portrayal","WMS","SE, OAPI-Styles","OGC","XML (XSD)","Approved Standard","opengis.net/sld","2007","Per-layer symbolization profile for WMS","R8","N/A"
"Geospatial & Temporal","Symbology Encoding","SE","https://www.ogc.org/standard/se/","Portrayal","SLD","SLD, SymCore","OGC","XML (XSD)","Approved (to SymCore)","opengis.net/se","2006","Styling grammar; superseded by SymCore","R8","N/A"
"Geospatial & Temporal","Filter Encoding","FES","https://docs.ogc.org/is/09-026r2/09-026r2.html","Query encoding","ISO 19143","CQL","OGC","XML (XSD)","Approved Standard","opengis.net/fes/2.0","2014","Query predicates for WFS","R8","N/A"
"Geospatial & Temporal","OWS Context","OWS Context","https://docs.ogc.org/is/14-055r2/14-055r2.html","Exchange doc","OWS Common","—","OGC","GeoJSON / Atom-XML","Approved Standard","OGC 14-055r2","2016","Portable map-state document","R6","COMPOSE"
"Geospatial & Temporal","Web Map Tile Service","WMTS","https://www.ogc.org/standards/wmts/","Service (legacy)","OWS Common","OAPI-Tiles","OGC","XML + KVP/REST","Approved (superseded)","opengis.net/wmts/1.0","2010","Pre-rendered tile pyramids","R8","N/A"
"Geospatial & Temporal","OWS Common","OWS Common","https://www.ogc.org/publications/standard/common/","Foundation","—","—","OGC","XML (XSD) + KVP","Approved Standard","opengis.net/ows/2.0","2010","Shared building blocks for classic OWS services","R8","N/A"
"IoT, Devices & Digital Twins","Sensor Observation Service","SOS","https://www.ogc.org/standards/sos/","Service (SWE)","OWS Common; O&M","SensorThings","OGC","XML (O&M/SWE)","Approved (superseded)","opengis.net/sos/2.0","2012","Sensor observation query","R8","N/A"
"IoT, Devices & Digital Twins","SWE Common Data Model","SWE Common","https://www.ogc.org/standards/swecommon/","Data model","SWE","—","OGC","XML (XSD)","Approved Standard","opengis.net/swe/2.0","2011","Low-level sensor data typing","R4","REFERENCE"
"Weather & Earth Observation","Coverage Implementation Schema","CIS","https://docs.ogc.org/is/09-146r8/09-146r8.html","Encoding","ISO 19123","GMLJP2, GeoTIFF","OGC","GML/JSON/RDF","Approved Standard","schemas.opengis.net/cis/1.1/","2017","Concrete coverage structure; underpins WCS","R8","EXTEND"
"3D, Gaming, XR & Robotics","Indexed 3D Scene Layers","I3S","https://docs.ogc.org/cs/17-014r9/17-014r9.html","3D streaming","—","3D Tiles, CityJSON","OGC (auth. Esri)","JSON + binary","Community Standard","OGC 17-014r9","2022","Import candidate. 3D GIS streaming; rival to 3D Tiles","R8","N/A"
"3D, Gaming, XR & Robotics","CityJSON","CityJSON","https://docs.ogc.org/cs/20-072r5/20-072r5.html","Encoding","CityGML 3.0","CityGML, glTF","OGC (auth. TU Delft)","JSON","Community Standard","OGC 20-072r5","2022","Import candidate. JSON encoding of CityGML subset","R8","N/A"
"Geospatial & Temporal","GeoParquet","GeoParquet","https://geoparquet.org/releases/v1.1.0/","Encoding","Apache Parquet","GeoPackage, FlatGeobuf","OGC SWG","Parquet columnar","Incubating","—","2024","Import candidate. Cloud-native columnar vector format","R8","N/A"
"Weather & Earth Observation","GeoZarr","GeoZarr","https://github.com/zarr-developers/geozarr-spec","Encoding","Zarr; CF conventions","COG, NetCDF","OGC SWG + Zarr","Zarr metadata conventions","Draft","—","2026","Cloud-native multidim geospatial arrays","R8","N/A"
"3D, Gaming, XR & Robotics","OGC CDB","CDB","https://docs.ogc.org/is/23-034/23-034.html","Data store","GeoPackage","—","OGC","File-store / GeoPackage","Approved Standard","OGC 23-034","2023","Synthetic environment store for simulation","R8","N/A"
"Manufacturing, Engineering & BIM","InfraGML","InfraGML","https://docs.ogc.org/is/16-100r2/16-100r2.html","Encoding","LandInfra","LandXML, IFC4.3","OGC","GML (XML)","Approved Standard","schemas.opengis.net/infragml/","2017","GML encoding of LandInfra; civil infrastructure","R8","N/A"
"Manufacturing, Engineering & BIM","Land and Infrastructure Conceptual Model","LandInfra","https://docs.ogc.org/is/15-111r1/15-111r1.html","Conceptual model","—","IFC, LandXML","OGC","UML","Approved Standard","OGC 15-111r1","2016","Conceptual model behind InfraGML","R4","REFERENCE"
"Weather & Earth Observation","Geoscience Markup Language","GeoSciML","https://docs.ogc.org/is/16-008/16-008.html","Encoding","GML 3.3","EarthResourceML","OGC / IUGS CGI","XML/GML","Approved Standard","schemas.opengis.net/gsml/4.1","2017","Geology units, structures, boreholes","R8","N/A"
"3D, Gaming, XR & Robotics","OGC GeoPose","GeoPose","https://docs.ogc.org/is/21-056r11/21-056r11.html","Data exchange","—","ARML 2.0","OGC","JSON","Approved Standard","OGC 21-056r11","2022","Import candidate. Position+orientation in Earth frames","R1","EMBED"
"3D, Gaming, XR & Robotics","Augmented Reality Markup Language","ARML 2.0","https://docs.ogc.org/is/12-132r4/12-132r4.html","Encoding","—","GeoPose","OGC","XML + ECMAScript","Approved Standard","schemas.opengis.net/arml/","2015","Describes AR objects and real-world anchors","R8","N/A"
"Geospatial & Temporal","GeoXACML","GeoXACML","https://docs.ogc.org/is/22-049r1/22-049r1.html","Access control","OASIS XACML 3.0","—","OGC","XML + JSON profile","Approved Standard","OGC 22-049r1","2023","Spatial access-control policy language","R5","MIX-IN"
"Mobility & Transportation","PipelineML","PipelineML","https://docs.ogc.org/is/18-073r2/18-073r2.html","Encoding","GML","InfraGML","OGC","GML (XML)","Approved Standard","opengis.net/pipelineml/1.0","2019","Oil/gas pipeline data interchange","R8","N/A"
"Geospatial & Temporal","OGC GeoRSS","GeoRSS","https://docs.ogc.org/cs/17-002r1/17-002r1.html","Encoding","RSS/Atom; GML","GeoJSON","OGC","RSS/Atom + GML","Community Standard","georss.org/georss","2017","Geographic extension to web feeds","R8","N/A"
"Mobility & Transportation","Moving Features Encoding","MF-JSON","https://docs.ogc.org/is/19-045r3/19-045r3.html","Encoding","GeoJSON; ISO 19141","NeTEx, SIRI","OGC","JSON / XML / CSV","Approved Standard","OGC 19-045r3","2020","Import candidate. Trajectories / time-varying geometry","R8","N/A"
"Geospatial & Temporal","OGC GeoDCAT","GeoDCAT","https://semiceu.github.io/GeoDCAT-AP/","Metadata vocabulary","W3C DCAT","STAC, OAPI-Records","OGC SWG / EU JRC","RDF","Draft","—","2024","Import candidate. Spatial profile of DCAT","R5","MIX-IN"
"Weather & Earth Observation","Training Data Markup Language for AI","TrainingDML-AI","https://docs.ogc.org/is/23-008r3/23-008r3.html","Conceptual + encoding","—","STAC ML extension","OGC","UML + JSON + XML","Approved Standard","OGC 23-008r3","2024","Import candidate. Geospatial ML training datasets","R8","N/A"
"3D, Gaming, XR & Robotics","LAS Point Cloud","LAS","https://www.ogc.org/standards/las/","Encoding","—","LAZ, 3D Tiles pnts","OGC / ASPRS","Binary","Community Standard","ASPRS LAS","2019","Point cloud; OGC adopted ASPRS LAS","R8","N/A"
"Manufacturing, Engineering & BIM","Information Container for linked Document Delivery","ICDD","https://www.iso.org/standard/74389.html","Container / linked-data","RDF/OWL","mvdXML, BCF","ISO TC59/SC13","ZIP + RDF/OWL","Published (ISO 21597)","—","2020","Import candidate. Links heterogeneous lifecycle documents","R6","COMPOSE"
"Manufacturing, Engineering & BIM","Information Delivery Manual","IDM","https://www.iso.org/standard/60553.html","Methodology","—","IDS, LOIN","buildingSMART / ISO","BPMN process maps","Published (ISO 29481)","—","2016","Process + exchange-requirement capture; underpins IFC MVDs","R8","N/A"
"Manufacturing, Engineering & BIM","Level of Information Need","LOIN","https://www.iso.org/standard/82914.html","Methodology","ISO 19650","IDS, IDM","CEN TC442 / ISO","Conceptual","Published (ISO 7817-1:2024)","—","2024","Detail/extent of info per exchange point","R8","N/A"
"Manufacturing, Engineering & BIM","Uniclass 2015","Uniclass","https://uniclass.thenbs.com/","Classification","—","OmniClass, bSDD","NBS (UK)","Tables (CSV) + codes","Active","—","2015","Import candidate. UK unified construction classification","R2","REFERENCE"
"Manufacturing, Engineering & BIM","OmniClass Construction Classification","OmniClass","https://www.csiresources.org/standards/omniclass","Classification","—","Uniclass, UniFormat","CSI / CSC","15 faceted tables","Active (licensed)","—","2012","Import candidate. North American multi-table system","R2","REFERENCE"
"Manufacturing, Engineering & BIM","MasterFormat","MasterFormat","https://www.csiresources.org/standards/masterformat","Classification","OmniClass T22","UniFormat","CSI / CSC","50-division numbering","Active (2020 ed.)","—","2020","Spec organization by work results","R2","REFERENCE"
"Manufacturing, Engineering & BIM","UniFormat","UniFormat","https://www.csiresources.org/standards/uniformat","Classification","OmniClass T21","MasterFormat","CSI/CSC; ASTM E1557","Elemental notation","Active","—","2010","Elemental system for early design/cost estimating","R2","REFERENCE"
"Manufacturing, Engineering & BIM","CEN/TC 442 BIM programme","CEN/TC 442","https://standards.cencenelec.eu/","Standards programme","ISO 19650","ISO 23386/23387","CEN/TC 442","EN / EN ISO standards","Active","—","2015","Adopts ISO BIM standards as binding EN","R8","N/A"
"Library, Metadata & Cultural Heritage","OpenDocument Format","ODF","https://docs.oasis-open.org/office/OpenDocument/v1.4/os/","Document format","ISO/IEC 26300","OOXML, DocBook","OASIS OpenDocument TC","XML (zip)","OASIS Standard","urn:oasis:names:tc:opendocument:xmlns","2025","v1.4; import candidate","R8","N/A"
"Library, Metadata & Cultural Heritage","Darwin Information Typing Architecture","DITA","https://docs.oasis-open.org/dita/dita/v1.3/os/","Structured authoring","—","DocBook","OASIS DITA TC","XML (DTD/RNG/XSD)","OASIS Standard","—","2015","v1.3; v2.0 in progress","R8","N/A"
"Library, Metadata & Cultural Heritage","DocBook","DocBook","https://docs.oasis-open.org/docbook/docbook/v5.2/os/","Structured authoring","—","DITA, ODF","OASIS DocBook TC","XML (RELAX NG)","OASIS Standard","http://docbook.org/ns/docbook","2024","v5.2","R8","N/A"
"Data, API & Serialization","Content Management Interoperability Services","CMIS","https://docs.oasis-open.org/cmis/CMIS/v1.1/os/CMIS-v1.1-os.html","Content repository API","—","OData, WebDAV","OASIS CMIS TC","SOAP / AtomPub / JSON","OASIS Standard","http://docs.oasis-open.org/ns/cmis/core/200908/","2013","TC closed; spec valid","R8","N/A"
"Library, Metadata & Cultural Heritage","XML Localisation Interchange File Format","XLIFF","https://docs.oasis-open.org/xliff/xliff-core/v2.1/os/xliff-core-v2.1-os.html","Localization interchange","—","TMX, TBX","OASIS XLIFF TC","XML","OASIS Standard","urn:oasis:names:tc:xliff:document:2.0","2018","Import candidate","R8","N/A"
"Library, Metadata & Cultural Heritage","Unstructured Operation Markup Language","UOML","https://docs.oasis-open.org/uoml/v1.0/uoml-part1-v1.0.html","Document interface","—","—","OASIS UOML TC","XML","OASIS Standard","—","2008","Part 1 v1.0","R8","N/A"
"Library, Metadata & Cultural Heritage","Search/Retrieve via URL & Contextual Query Language","SRU/CQL","https://docs.oasis-open.org/search-ws/searchRetrieve/v1.0/os/","Search protocol / query","—","OpenSearch, Z39.50","OASIS Search Web Services TC; LoC","HTTP/URL + XML","OASIS Standard","http://docs.oasis-open.org/ns/search-ws/sruResponse","2013","LoC maintains SRU/CQL","R8","N/A"
"Data, API & Serialization","ebXML Messaging Services (AS4)","ebMS","https://docs.oasis-open.org/ebxml-msg/ebms/v3.0/core/ebms_core-3.0-spec.html","B2B messaging","ebXML","AMQP, WS-*","OASIS ebCore TC","XML over SOAP","OASIS Standard","http://docs.oasis-open.org/ebxml-msg/ebms/v3.0/ns/core/200704/","2013","AS4 profile underpins Peppol/eDelivery","R6","COMPOSE"
"Data, API & Serialization","ebXML Collaboration Protocol Profile/Agreement","CPP/CPA","https://docs.oasis-open.org/ebcore/cppa/v3.0/cppa-v3.0.html","B2B agreement","ebXML","—","OASIS ebCore TC","XML","OASIS Standard","—","2020","v2.0 Std; v3.0 CS","R6","COMPOSE"
"Data, API & Serialization","ebXML Business Process Specification Schema","ebBP","https://docs.oasis-open.org/ebxml-bp/2.0.4/OS/","Business process","ebXML","WS-BPEL","OASIS ebCore TC","XML","OASIS Standard","http://docs.oasis-open.org/ebxml-bp/ebbp-2.0","2007","formerly BPSS","R6","COMPOSE"
"Data, API & Serialization","ebXML Registry Information Model","ebRIM/ebRS","https://docs.oasis-open.org/regrep/v3.0/specs/regrep-rim-3.0-os.pdf","Registry/repository","ebXML","UDDI","OASIS RegRep TC","XML","OASIS Standard","urn:oasis:names:tc:ebxml-regrep:xsd:rim:3.0","2005","RegRep v4.0 = 2012","R8","N/A"
"Commerce, Product & Supply Chain","Customer Information Quality","CIQ","https://docs.oasis-open.org/ciq/v3.0/specs/ciq-specs-v3.html","Party/address data","—","vCard, schema.org PostalAddress","OASIS CIQ TC","XML","Committee Spec","urn:oasis:names:tc:ciq:xal:3","2008","xAL/xNL/xNAL/xPIL; import candidate","R1","EMBED"
"Government, Legal & Civic","Election Markup Language","EML","https://docs.oasis-open.org/election/eml/v7.0/eml-v7.0.html","Elections","—","NIST SP 1500-100","OASIS Election & Voter Services TC","XML","OASIS Standard","urn:oasis:names:tc:evs:schema:eml","2011","v7.0; reuses CIQ xNAL","R6","COMPOSE"
"Data, API & Serialization","Advanced Message Queuing Protocol","AMQP","https://docs.oasis-open.org/amqp/core/v1.0/os/amqp-core-overview-v1.0-os.html","Messaging protocol","—","MQTT, ebMS","OASIS AMQP TC","Binary wire protocol","OASIS Standard (ISO/IEC 19464)","—","2012","OASIS-authored, ISO-ratified","R8","N/A"
"Enterprise Architecture & Modeling","Web Services Business Process Execution Language","WS-BPEL","https://docs.oasis-open.org/wsbpel/2.0/OS/wsbpel-v2.0-OS.html","Process orchestration","—","ebBP, BPMN","OASIS WS-BPEL TC","XML","OASIS Standard","http://docs.oasis-open.org/wsbpel/2.0/process/executable","2007","v2.0","R8","N/A"
"Data, API & Serialization","Universal Description, Discovery and Integration","UDDI","https://www.oasis-open.org/committees/uddi-spec/doc/spec/v3/uddi-v3.0.2-20041019.htm","Service registry","—","ebRIM, WS-Discovery","OASIS UDDI Spec TC","XML/SOAP","OASIS Standard","urn:uddi-org:api_v3","2005","v3.0.2","R8","N/A"
"Government, Legal & Civic","Business Document Exchange Service Metadata Publishing","SMP/BDXL","https://docs.oasis-open.org/bdxr/bdx-smp/v1.0/cs01/bdx-smp-v1.0-cs01.html","Peppol discovery","—","ebMS, DNS NAPTR","OASIS BDXR TC","REST/XML; DNS","OASIS Standard (BDX-Location)","http://docs.oasis-open.org/bdxr/ns/SMP/2014/07","2017","Underpins Peppol discovery","R8","N/A"
"Software, DevOps & Security Artifacts","Open Command and Control","OpenC2","https://docs.oasis-open.org/openc2/oc2ls/v1.0/oc2ls-v1.0.html","Cyber response","—","CACAO, STIX","OASIS OpenC2 TC","JSON (I-JSON)","Committee Spec","—","2019","Import candidate","R6","COMPOSE"
"Software, DevOps & Security Artifacts","CACAO Security Playbooks","CACAO","https://docs.oasis-open.org/cacao/security-playbooks/v2.0/security-playbooks-v2.0.html","Security automation","—","OpenC2, STIX/TAXII","OASIS CACAO TC","JSON","Committee Spec","—","2023","v2.0","R6","COMPOSE"
"Identity, Security, Privacy & Governance","Web Services Security (SOAP Message Security)","WSS","https://docs.oasis-open.org/wss-m/wss/v1.1.1/os/","SOAP security","—","WS-Trust, SAML","OASIS WSS-M TC","XML","OASIS Standard","—","2012","v1.1.1","R5","MIX-IN"
"Identity, Security, Privacy & Governance","WS-Trust","WS-Trust","https://docs.oasis-open.org/ws-sx/ws-trust/v1.4/errata01/os/","Security token service","—","WSS, SAML","OASIS WS-SX TC","XML","OASIS Standard","http://docs.oasis-open.org/ws-sx/ws-trust/200512","2012","v1.4 + Errata 01","R8","N/A"
"Identity, Security, Privacy & Governance","WS-SecurityPolicy","WS-SecurityPolicy","https://docs.oasis-open.org/ws-sx/ws-securitypolicy/v1.3/errata01/os/","Security policy","—","WS-Policy, XACML","OASIS WS-SX TC","XML","OASIS Standard","http://docs.oasis-open.org/ws-sx/ws-securitypolicy/200702","2012","v1.3 + Errata 01","R5","MIX-IN"
"Identity, Security, Privacy & Governance","Service Provisioning Markup Language","SPML","https://docs.oasis-open.org/provision/spml-2.0-cd-01/pstc-spml2-cd-01.html","Account provisioning","—","SCIM, SAML","OASIS Provisioning Services TC","XML","OASIS Standard","urn:oasis:names:tc:SPML:2:0","2006","v2.0; SCIM is successor","R8","N/A"
"Identity, Security, Privacy & Governance","Digital Signature Service","DSS","https://docs.oasis-open.org/dss-x/dss-core/v2.0/dss-core-v2.0.html","Signature service","—","XAdES, KMIP","OASIS DSS-X TC","XML + JSON","Committee Spec","http://docs.oasis-open.org/dss-x/ns/core","2019","v1.0 Std = 2007","R8","N/A"
"Identity, Security, Privacy & Governance","PKCS #11 Cryptographic Token Interface","PKCS#11","https://docs.oasis-open.org/pkcs11/pkcs11-spec/v3.1/os/","Crypto token API","Cryptoki","KMIP","OASIS PKCS 11 TC","C API","OASIS Standard","—","2023","v3.1","R8","N/A"
"Identity, Security, Privacy & Governance","Symptoms Automation Framework","SAF","https://docs.oasis-open.org/saf/saf/v1.0/os/saf-v1.0-os.html","IT mgmt automation","—","WSDM","OASIS SAF TC","XML","OASIS Standard","http://docs.oasis-open.org/saf/ns/symptoms/2012/07","2014","v1.0","R8","N/A"
"Enterprise Architecture & Modeling","Web Services Distributed Management","WSDM","https://docs.oasis-open.org/wsdm/wsdm-muws1-1.1-spec-os-01.htm","Mgmt of/using WS","—","SAF, oBIX","OASIS WSDM TC","XML","OASIS Standard","—","2006","MUWS + MOWS","R8","N/A"
"Calendaring, Contacts & Social","WS-Calendar","WS-Calendar","http://docs.oasis-open.org/ws-calendar/ws-calendar-spec/v1.0/cs01/","Scheduling","iCalendar (RFC 5545)","Energy Interop","OASIS WS-Calendar TC","XML","Committee Spec","—","2011","PIM v1.0 CS02 = 2015","R6","COMPOSE"
"Energy & Utilities","Energy Interoperation","EI","http://docs.oasis-open.org/energyinterop/ei/v1.0/os/","Demand response","WS-Calendar/EMIX","OpenADR","OASIS Energy Interop TC","XML + WSDL","OASIS Standard","http://docs.oasis-open.org/ns/energyinterop/201110","2014","Basis of OpenADR 2.0","R6","COMPOSE"
"Energy & Utilities","Energy Market Information Exchange","EMIX","http://docs.oasis-open.org/emix/emix/v1.0/cs02/","Energy pricing","WS-Calendar","Energy Interop","OASIS eMIX TC","XML","Committee Spec","—","2012","v1.0","R6","COMPOSE"
"Energy & Utilities","Open Building Information eXchange","oBIX","http://docs.oasis-open.org/obix/obix/v1.1/cs01/","Building automation","—","Haystack, BACnet","OASIS oBIX TC","XML object model","Committee Spec","—","2015","v1.1; v1.0 was OASIS Std","R6","COMPOSE"
"Commerce, Product & Supply Chain","Core Components Technical Specification / Library","CCTS/CCL","https://unece.org/trade/uncefact/ccts","Semantic data model","—","UBL, CII","UN/CEFACT (UNECE)","Tech spec + XML/XLS","Published","urn:un:unece:uncefact","2009","CCTS v3.0; import candidate","R7","ALIGN"
"Commerce, Product & Supply Chain","Buy-Ship-Pay Reference Data Model","BSP RDM","https://unece.org/trade/documents/2019/08/brs-buy-ship-pay-reference-data-model-bsp-rdm","Trade reference model","CCL","SCRDM, MMT RDM","UN/CEFACT (UNECE)","BRS + linked-data vocab","Published","https://vocabulary.uncefact.org/","2019","Umbrella model; import candidate","R4","REFERENCE"
"Commerce, Product & Supply Chain","Supply Chain Reference Data Model","SCRDM","https://unece.org/trade/uncefact/rdm","Supply chain model","BSP RDM","MMT RDM","UN/CEFACT (UNECE)","RDM/RSM","Published","vocabulary.uncefact.org","2019","RSM subset of CCL","R4","REFERENCE"
"Commerce, Product & Supply Chain","Multi-Modal Transport Reference Data Model","MMT RDM","https://unece.org/trade/uncefact/rdm","Transport model","BSP RDM","SCRDM","UN/CEFACT (UNECE)","RDM","Published","vocabulary.uncefact.org","2024","Underpins eCMR","R4","REFERENCE"
"Data, API & Serialization","UN/CEFACT XML Naming and Design Rules","XML NDR","https://unece.org/trade/uncefact/xml-ndr","Schema design rules","CCTS","OASIS UBL NDR","UN/CEFACT (UNECE)","Tech spec (PDF)","Published","—","2010","v3.0; JSON Schema NDR v1.0 = 2022","R8","N/A"
"Commerce, Product & Supply Chain","Electronic Consignment Note for Road Transport","eCMR","https://unece.org/trade/documents/2024/10/standards/ecmr-brs","Transport document","MMT RDM","UBL Waybill","UN/CEFACT (UNECE)","BRS + CCL + XSD","Published","urn:un:unece:uncefact","2024","Legal basis CMR e-Protocol","R6","COMPOSE"
"Commerce, Product & Supply Chain","Codes for Units of Measure (Recommendation 20)","UN Rec 20","https://unece.org/trade/uncefact/cl-recommendations","Code list units","—","QUDT, UCUM","UN/CEFACT (UNECE)","Recommendation + code list","Published (Rev 17)","urn:un:unece:uncefact:codelist:standard:6","2021","Embedded in UBL/CII; import candidate","R2","REFERENCE"
"Commerce, Product & Supply Chain","Codes for Packages and Packaging (Recommendation 21)","UN Rec 21","https://unece.org/sites/default/files/2023-10/rec21rev2_ecetrd211E.pdf","Code list packaging","—","UN Rec 20","UN/CEFACT (UNECE)","Recommendation + code list","Published (Rev 2)","—","2023","Package type codes","R2","REFERENCE"
"Commerce, Product & Supply Chain","Trade and Transport Status Codes (Recommendation 24)","UN Rec 24","https://unece.org/sites/default/files/2023-10/rec24_ecetrd258e.pdf","Code list status","—","UN Rec 21","UN/CEFACT (UNECE)","Recommendation + code list","Published","—","2009","First adopted 1995","R2","REFERENCE"
"Agriculture, Food & Environment","Electronic Crop Data Sheet Process","eDAPLOS","https://unece.org/fileadmin/DAM/cefact/brs/BRS_CropDataSheetProcess__eDAPLOS__v0.7.0.pdf","Agriculture data exchange","CCL","EDIFACT DAPLOS","UN/CEFACT (UNECE)","BRS + CCL (XML)","Draft","urn:un:unece:uncefact","2005","Crop data sheet exchange (FR/BE)","R6","COMPOSE"
"Software, DevOps & Security Artifacts","Knowledge Discovery Metamodel","KDM","https://www.omg.org/spec/KDM","Reverse-engineering metamodel","MOF (CMOF)","ASTM, SMM","Object Management Group","XMI / Ecore / XSD","Formal (ISO/IEC 19506)","https://www.omg.org/spec/KDM/1.4","2016","Import candidate. MOF representation of existing software","R8","EXTEND"
"Software, DevOps & Security Artifacts","Abstract Syntax Tree Metamodel","ASTM","https://www.omg.org/spec/ASTM","Source-code AST metamodel","MOF (EMOF)","KDM","Object Management Group","XMI / XSD","Formal","https://www.omg.org/spec/ASTM/1.0","2011","Import candidate. GASTM/SASTM companion to KDM","R8","EXTEND"
"Software, DevOps & Security Artifacts","Structured Metrics Metamodel","SMM","https://www.omg.org/spec/SMM","Software measurement metamodel","MOF (CMOF)","KDM","Object Management Group","XMI (CMOF)","Formal","https://www.omg.org/spec/SMM/1.2","2018","Import candidate. Exchange of measures over MOF models","R8","EXTEND"
"Enterprise Architecture & Modeling","UML Profile for MARTE","MARTE","https://www.omg.org/spec/MARTE","Real-time/embedded profile","UML","SysML","Object Management Group","XMI (UML profile)","Formal","https://www.omg.org/spec/MARTE/1.3","2024","UML profile for real-time embedded systems","R8","EXTEND"
"Software, DevOps & Security Artifacts","Semantics of a Foundational Subset for Executable UML","fUML","https://www.omg.org/spec/FUML","Executable UML semantics","UML / MOF","Alf, PSSM, PSCS","Object Management Group","XMI","Formal","https://www.omg.org/spec/FUML/1.5","2021","Import candidate. Executable subset of UML","R8","EXTEND"
"Software, DevOps & Security Artifacts","Action Language for Foundational UML","Alf","https://www.omg.org/spec/ALF","Action/textual surface language","fUML","fUML","Object Management Group","XMI","Formal","https://www.omg.org/spec/ALF/1.1","2017","Textual notation mapping to fUML","R8","EXTEND"
"Software, DevOps & Security Artifacts","Precise Semantics of UML State Machines","PSSM","https://www.omg.org/spec/PSSM","State-machine execution semantics","fUML","PSCS","Object Management Group","XMI","Formal","https://www.omg.org/spec/PSSM/1.0","2019","Import candidate. fUML extension for state machines","R8","EXTEND"
"Software, DevOps & Security Artifacts","Precise Semantics of UML Composite Structures","PSCS","https://www.omg.org/spec/PSCS","Composite-structure execution semantics","fUML","PSSM","Object Management Group","XMI","Formal","https://www.omg.org/spec/PSCS/1.2","2019","Import candidate. fUML extension for composite structures","R8","EXTEND"
